Date,Weather,Year,Month,Hour,Holiday,Normalized_Temperature,Normalized_Feeling_Temperature,Normalized_Humidity,Windspeed,Count_of_Rented_Bikes
09/02/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,23,0,0.306666667,0.344411111,0.522247191,0.001123596,84
13/12/14,"Clear, Few clouds, Partly cloudy",2014,12,19,0,0.3025,0.317444444,0.45,0.172065169,348
25/06/14,"Clear, Few clouds, Partly cloudy",2014,6,17,0,0.808333333,0.690688889,0.242247191,0.473935955,833
15/06/14,"Clear, Few clouds, Partly cloudy",2014,6,13,0,0.7125,0.653066667,0.424494382,0.258194382,394
14/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,11,0,0.5325,0.502222222,0.94,0.136547191,279
23/03/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,3,15,0,0.380833333,0.404455556,0.823370787,0.227270787,85
15/10/13,"Clear, Few clouds, Partly cloudy",2013,10,21,0,0.504583333,0.496466667,0.431235955,0.231765169,168
27/12/14,"Clear, Few clouds, Partly cloudy",2014,12,5,0,0.248333333,0.243511111,0.753370787,0.170941573,12
26/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,21,0,0.544583333,0.515755556,0.775617978,0.139917978,292
06/01/13,"Clear, Few clouds, Partly cloudy",2013,1,19,0,0.22875,0.272044444,0.557865169,0.097465169,113
13/05/14,"Clear, Few clouds, Partly cloudy",2014,5,14,0,0.70875,0.659277778,0.487865169,0.1343,553
08/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,12,0,0.56375,0.533633333,0.608988764,0.455665169,252
10/10/14,"Clear, Few clouds, Partly cloudy",2014,10,21,0,0.502916667,0.495911111,0.514494382,0.359323596,269
20/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,12,0,0.510833333,0.486466667,0.63,0.142165169,304
26/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,4,0,0.622083333,0.5555,0.943370787,0.091847191,7
09/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,11,0,0.627916667,0.546611111,0.95011236,0.006741573,73
18/02/14,"Clear, Few clouds, Partly cloudy",2014,2,15,0,0.428333333,0.424755556,0.411123596,0.260441573,500
15/12/14,"Clear, Few clouds, Partly cloudy",2014,12,21,0,0.365416667,0.354055556,0.63011236,0.136547191,184
23/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,7,0,0.72875,0.704777778,0.744494382,0.139917978,327
25/05/13,"Clear, Few clouds, Partly cloudy",2013,5,7,0,0.625416667,0.607011111,0.733370787,0.136547191,313
01/07/13,"Clear, Few clouds, Partly cloudy",2013,7,4,0,0.625,0.634533333,0.572247191,0.01011236,7
24/11/13,"Clear, Few clouds, Partly cloudy",2013,11,19,1,0.405416667,0.421322222,0.551235955,0.111241573,28
02/11/13,"Clear, Few clouds, Partly cloudy",2013,11,2,0,0.305833333,0.347188889,0.871123596,0.011235955,3
06/05/13,"Clear, Few clouds, Partly cloudy",2013,5,17,0,0.5925,0.561611111,0.411235955,0.361570787,554
11/12/14,"Clear, Few clouds, Partly cloudy",2014,12,19,0,0.325833333,0.314666667,0.541235955,0.231765169,434
03/07/13,"Clear, Few clouds, Partly cloudy",2013,7,13,0,0.810416667,0.779922222,0.60011236,0.2239,421
06/11/13,"Clear, Few clouds, Partly cloudy",2013,11,10,0,0.370416667,0.375266667,0.662247191,0.100835955,263
05/07/14,"Clear, Few clouds, Partly cloudy",2014,7,2,0,0.751666667,0.678366667,0.515617978,0.0,18
01/01/14,"Clear, Few clouds, Partly cloudy",2014,1,10,0,0.307083333,0.320977778,0.813370787,0.108994382,70
17/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,13,0,0.3475,0.311888889,0.492247191,0.4478,124
11/03/14,"Clear, Few clouds, Partly cloudy",2014,3,6,0,0.241666667,0.251288889,0.701123596,0.17431236,10
12/07/13,"Clear, Few clouds, Partly cloudy",2013,7,20,0,0.83125,0.747955556,0.434494382,0.20411236,308
17/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,8,0,0.382083333,0.397233333,0.874494382,0.106747191,592
21/05/13,"Clear, Few clouds, Partly cloudy",2013,5,13,0,0.701666667,0.645844444,0.451123596,0.001123596,463
25/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,2,0,0.625,0.578577778,0.836741573,0.005617978,23
22/09/14,"Clear, Few clouds, Partly cloudy",2014,9,8,0,0.606666667,0.599233333,0.737865169,0.300747191,218
20/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,10,0,0.266666667,0.271488889,0.416741573,0.198494382,104
28/04/14,"Clear, Few clouds, Partly cloudy",2014,4,7,0,0.349166667,0.340522222,0.496741573,0.169817978,56
28/01/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,1,9,0,0.180833333,0.213211111,0.863370787,0.09971236,101
01/02/14,"Clear, Few clouds, Partly cloudy",2014,2,21,0,0.524166667,0.500555556,0.53011236,0.1642,234
20/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,19,0,0.62875,0.600344444,0.784494382,0.194,300
05/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,11,0,0.42125,0.436422222,0.386741573,0.232888764,268
29/05/13,"Clear, Few clouds, Partly cloudy",2013,5,15,0,0.742916667,0.713666667,0.707865169,0.299623596,376
30/12/13,"Clear, Few clouds, Partly cloudy",2013,12,5,0,0.224583333,0.265377778,0.755617978,0.095217978,10
30/12/13,"Clear, Few clouds, Partly cloudy",2013,12,10,0,0.3075,0.296788889,0.652247191,0.261565169,119
25/12/13,"Clear, Few clouds, Partly cloudy",2013,12,17,0,0.34875,0.341077778,0.612247191,0.137670787,45
19/03/13,"Clear, Few clouds, Partly cloudy",2013,3,21,0,0.409583333,0.410211111,0.373370787,0.304117978,93
06/11/13,"Clear, Few clouds, Partly cloudy",2013,11,7,0,0.26875,0.281033333,0.874494382,0.106747191,29
11/06/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,6,22,0,0.72375,0.680588889,0.583370787,0.197370787,164
10/02/13,"Clear, Few clouds, Partly cloudy",2013,2,18,0,0.164166667,0.192911111,0.283370787,0.142165169,161
03/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,1,0,0.56625,0.5403,0.79011236,0.262688764,15
09/10/13,"Clear, Few clouds, Partly cloudy",2013,10,5,0,0.448333333,0.449955556,0.885617978,0.006741573,15
19/04/14,"Clear, Few clouds, Partly cloudy",2014,4,21,0,0.52625,0.508333333,0.555617978,0.11461236,267
29/11/14,"Clear, Few clouds, Partly cloudy",2014,11,15,0,0.367916667,0.3383,0.431123596,0.292588764,221
07/11/13,"Clear, Few clouds, Partly cloudy",2013,11,18,0,0.4725,0.457833333,0.601235955,0.115735955,425
10/02/13,"Clear, Few clouds, Partly cloudy",2013,2,19,0,0.14875,0.173922222,0.286741573,0.11461236,112
29/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,6,0,0.2725,0.246844444,0.703370787,0.11461236,7
23/07/13,"Clear, Few clouds, Partly cloudy",2013,7,5,0,0.760833333,0.7221,0.628988764,0.136547191,7
09/12/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,12,21,0,0.37125,0.364711111,1.004494382,0.110117978,97
07/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,19,0,0.765,0.739522222,0.664494382,0.112365169,611
16/12/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,12,1,0,0.347916667,0.362944444,0.762247191,0.115735955,97
08/11/13,"Clear, Few clouds, Partly cloudy",2013,11,9,0,0.367083333,0.392133333,0.871123596,0.004494382,192
13/12/13,"Clear, Few clouds, Partly cloudy",2013,12,18,0,0.344166667,0.331533333,0.426741573,0.229517978,382
10/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,18,0,0.3675,0.351277778,0.818988764,0.166447191,273
11/10/14,"Clear, Few clouds, Partly cloudy",2014,10,18,0,0.462916667,0.465611111,0.443370787,0.1642,693
28/08/13,"Clear, Few clouds, Partly cloudy",2013,8,12,0,0.747916667,0.668366667,0.514494382,0.393717978,306
03/03/13,"Clear, Few clouds, Partly cloudy",2013,3,16,0,0.27125,0.309111111,0.24011236,0.006741573,71
28/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,19,0,0.745,0.685133333,0.586741573,0.47281236,299
10/05/14,"Clear, Few clouds, Partly cloudy",2014,5,15,0,0.549583333,0.519644444,0.371123596,0.39821236,271
18/08/14,"Clear, Few clouds, Partly cloudy",2014,8,5,0,0.60875,0.584688889,0.784494382,0.262688764,9
17/09/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,9,18,0,0.631666667,0.606455556,0.732247191,0.173188764,775
26/07/14,"Clear, Few clouds, Partly cloudy",2014,7,20,0,0.86625,0.8282,0.5,0.264935955,447
17/10/13,"Clear, Few clouds, Partly cloudy",2013,10,4,0,0.522916667,0.506111111,0.591123596,0.170941573,6
25/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,23,0,0.628333333,0.547722222,0.944494382,0.115735955,79
03/08/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,8,21,0,0.69,0.646955556,0.891123596,0.136547191,88
26/08/14,"Clear, Few clouds, Partly cloudy",2014,8,22,0,0.622916667,0.576711111,0.883370787,0.091847191,114
20/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,15,0,0.231666667,0.232855556,0.357865169,0.20411236,156
26/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,11,0,0.3075,0.327088889,0.878988764,0.107870787,111
08/11/13,"Clear, Few clouds, Partly cloudy",2013,11,23,0,0.362916667,0.3838,0.814494382,0.011235955,49
19/03/14,"Clear, Few clouds, Partly cloudy",2014,3,17,0,0.64875,0.630088889,0.533370787,0.232888764,721
06/11/13,"Clear, Few clouds, Partly cloudy",2013,11,13,0,0.466666667,0.457833333,0.521235955,0.169817978,314
11/10/14,"Clear, Few clouds, Partly cloudy",2014,10,0,0,0.442083333,0.4544,0.514494382,0.1343,43
17/07/14,"Clear, Few clouds, Partly cloudy",2014,7,18,0,0.901666667,0.810222222,0.331123596,0.197370787,773
19/02/13,"Clear, Few clouds, Partly cloudy",2013,2,19,0,0.351666667,0.318555556,0.292247191,0.359323596,59
07/07/13,"Clear, Few clouds, Partly cloudy",2013,7,14,0,0.864166667,0.798455556,0.416741573,0.2537,161
11/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,0,0,0.529583333,0.503333333,0.55,0.141041573,39
07/08/13,"Clear, Few clouds, Partly cloudy",2013,8,12,0,0.906666667,0.861277778,0.421123596,0.305241573,370
14/08/13,"Clear, Few clouds, Partly cloudy",2013,8,17,0,0.764166667,0.723766667,0.621123596,0.136547191,330
07/09/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,9,1,0,0.549166667,0.526866667,0.942247191,0.264935955,5
14/10/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,10,5,0,0.562916667,0.533077778,0.941123596,0.170941573,17
26/08/14,"Clear, Few clouds, Partly cloudy",2014,8,7,0,0.6475,0.581911111,0.893370787,0.200741573,35
03/03/13,"Clear, Few clouds, Partly cloudy",2013,3,6,0,0.14875,0.1262,0.336741573,0.299623596,36
15/03/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,3,19,0,0.645416667,0.632866667,0.506741573,0.197370787,426
28/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,12,0,0.630416667,0.599233333,0.782247191,0.254823596,107
16/01/13,"Clear, Few clouds, Partly cloudy",2013,1,10,0,0.232083333,0.218766667,0.518988764,0.289217978,80
08/06/13,"Clear, Few clouds, Partly cloudy",2013,6,9,0,0.77,0.725433333,0.585617978,0.167570787,203
15/05/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,5,4,0,0.530416667,0.507777778,1.003370787,0.003370787,13
24/12/13,"Clear, Few clouds, Partly cloudy",2013,12,22,0,0.24375,0.300122222,0.52,0.011235955,21
15/02/13,"Clear, Few clouds, Partly cloudy",2013,2,12,0,0.280416667,0.275477778,0.244494382,0.259317978,72
27/06/14,"Clear, Few clouds, Partly cloudy",2014,6,3,0,0.59,0.547166667,0.471235955,0.096341573,8
16/01/13,"Clear, Few clouds, Partly cloudy",2013,1,3,0,0.22875,0.284922222,0.693370787,0.002247191,15
31/10/14,"Clear, Few clouds, Partly cloudy",2014,10,22,0,0.360833333,0.360722222,0.573370787,0.135423596,165
30/10/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,10,14,0,0.304166667,0.289366667,0.82011236,0.361570787,126
21/07/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,7,3,0,0.74375,0.720433333,0.793370787,0.135423596,6
09/04/14,"Clear, Few clouds, Partly cloudy",2014,4,17,0,0.545,0.528533333,0.326741573,0.421270787,632
09/09/14,"Clear, Few clouds, Partly cloudy",2014,9,23,0,0.570833333,0.539188889,0.525617978,0.294835955,92
13/02/14,"Clear, Few clouds, Partly cloudy",2014,2,15,0,0.371666667,0.361833333,0.274494382,0.138794382,156
02/11/13,"Clear, Few clouds, Partly cloudy",2013,11,21,0,0.387083333,0.401677778,0.716741573,0.14441236,168
19/02/13,"Clear, Few clouds, Partly cloudy",2013,2,14,0,0.465833333,0.463388889,0.161235955,0.661194382,197
14/11/13,"Clear, Few clouds, Partly cloudy",2013,11,22,0,0.59,0.548277778,0.568988764,0.367188764,113
13/04/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,4,8,0,0.38875,0.394455556,0.943370787,0.202988764,164
08/09/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,9,21,0,0.652083333,0.577266667,0.945617978,0.108994382,83
30/05/13,"Clear, Few clouds, Partly cloudy",2013,5,13,1,0.86125,0.795677778,0.442247191,0.092970787,350
06/02/14,"Clear, Few clouds, Partly cloudy",2014,2,2,0,0.231666667,0.273811111,0.757865169,0.006741573,3
08/02/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,2,9,0,0.25,0.264266667,0.7,0.172065169,254
14/02/13,"Clear, Few clouds, Partly cloudy",2013,2,1,0,0.382916667,0.409455556,0.375617978,0.364941573,8
24/12/14,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2014,12,14,0,0.24375,0.264266667,0.878988764,0.1045,47
25/08/13,"Clear, Few clouds, Partly cloudy",2013,8,16,0,0.73,0.728766667,0.842247191,0.01011236,122
06/04/14,"Clear, Few clouds, Partly cloudy",2014,4,17,0,0.52625,0.51,0.24011236,0.426888764,656
23/11/13,"Clear, Few clouds, Partly cloudy",2013,11,12,0,0.482083333,0.470811111,0.551123596,0.42801236,161
04/11/14,"Clear, Few clouds, Partly cloudy",2014,11,19,0,0.3625,0.336077778,0.44011236,0.259317978,227
27/04/14,"Clear, Few clouds, Partly cloudy",2014,4,7,0,0.385,0.401677778,0.501123596,0.294835955,316
24/06/14,"Clear, Few clouds, Partly cloudy",2014,6,20,0,0.7875,0.703666667,0.464494382,0.260441573,332
20/11/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,11,15,0,0.52625,0.514444444,0.686741573,0.195123596,351
08/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,5,0,0.692083333,0.638066667,0.897865169,0.168694382,43
25/08/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,8,12,0,0.709583333,0.668922222,0.794494382,0.005617978,41
11/05/14,"Clear, Few clouds, Partly cloudy",2014,5,21,0,0.607083333,0.614988889,0.282247191,0.108994382,270
21/01/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,1,1,0,0.246666667,0.240633333,0.706741573,0.262688764,6
09/04/14,"Clear, Few clouds, Partly cloudy",2014,4,10,0,0.510833333,0.495911111,0.28011236,0.4925,179
26/06/14,"Clear, Few clouds, Partly cloudy",2014,6,10,0,0.630833333,0.630644444,0.412247191,0.361570787,191
14/11/13,"Clear, Few clouds, Partly cloudy",2013,11,4,0,0.445416667,0.442177778,0.68011236,0.2239,6
16/05/14,"Clear, Few clouds, Partly cloudy",2014,5,11,0,0.70375,0.658722222,0.546741573,0.1343,267
06/11/13,"Clear, Few clouds, Partly cloudy",2013,11,18,0,0.429583333,0.438644444,0.72011236,0.106747191,186
25/09/14,"Clear, Few clouds, Partly cloudy",2014,9,6,0,0.44625,0.455511111,0.778988764,0.2239,195
17/02/13,"Clear, Few clouds, Partly cloudy",2013,2,13,0,0.542916667,0.527977778,0.342247191,0.228394382,123
14/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,21,0,0.34125,0.346633333,0.663370787,0.172065169,154
08/10/13,"Clear, Few clouds, Partly cloudy",2013,10,13,0,0.627083333,0.622311111,0.466741573,0.1045,485
05/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,7,0,0.60375,0.603122222,0.733370787,0.257070787,27
16/11/13,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",2013,11,5,0,0.468333333,0.460611111,0.95011236,0.115735955,14
20/07/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,7,4,0,0.665,0.607011111,0.90011236,0.17431236,9
05/10/13,"Clear, Few clouds, Partly cloudy",2013,10,23,0,0.502083333,0.494244444,0.781235955,0.108994382,74
17/11/13,"Clear, Few clouds, Partly cloudy",2013,11,21,0,0.309166667,0.293455556,0.425617978,0.2537,116
28/03/13,"Clear, Few clouds, Partly cloudy",2013,3,14,0,0.32375,0.304666667,0.23011236,0.230641573,81
26/10/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,10,6,0,0.530416667,0.516111111,0.887865169,0.095217978,145
22/05/13,"Clear, Few clouds, Partly cloudy",2013,5,0,0,0.544166667,0.529088889,0.88,0.167570787,132
14/04/14,"Clear, Few clouds, Partly cloudy",2014,4,13,0,0.62625,0.624533333,0.34011236,0.302994382,678
07/03/14,"Clear, Few clouds, Partly cloudy",2014,3,19,0,0.5525,0.516311111,0.428988764,0.359323596,362
15/09/13,"Clear, Few clouds, Partly cloudy",2013,9,2,0,0.627916667,0.602011111,0.736741573,0.106747191,5
02/11/13,"Clear, Few clouds, Partly cloudy",2013,11,14,0,0.511666667,0.4948,0.45,0.175435955,172
05/04/14,"Clear, Few clouds, Partly cloudy",2014,4,14,0,0.469166667,0.457277778,0.331123596,0.1642,287
02/06/13,"Clear, Few clouds, Partly cloudy",2013,6,6,0,0.664583333,0.633977778,0.392247191,0.142165169,114
11/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,22,0,0.663333333,0.604233333,0.892247191,0.1642,169
10/04/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,4,7,0,0.36375,0.370266667,1.006741573,0.092970787,11
13/09/13,"Clear, Few clouds, Partly cloudy",2013,9,12,0,0.72875,0.681144444,0.59011236,0.226147191,188
13/11/13,"Clear, Few clouds, Partly cloudy",2013,11,2,0,0.36375,0.376377778,0.58011236,0.108994382,57
28/09/13,"Clear, Few clouds, Partly cloudy",2013,9,14,0,0.7275,0.694022222,0.626741573,0.26381236,171
09/03/14,"Clear, Few clouds, Partly cloudy",2014,3,18,0,0.447083333,0.454955556,0.267865169,0.525770787,470
05/11/13,"Clear, Few clouds, Partly cloudy",2013,11,18,0,0.361666667,0.373044444,0.507865169,0.097465169,237
11/08/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,8,18,0,0.711666667,0.681144444,0.747865169,0.30861236,300
14/12/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,12,20,0,0.3525,0.350722222,0.671235955,0.113488764,176
03/09/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,9,2,0,0.649166667,0.618322222,0.693370787,0.2239,42
26/06/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,6,20,0,0.710833333,0.657611111,0.488988764,0.108994382,213
07/08/14,"Clear, Few clouds, Partly cloudy",2014,8,2,0,0.704166667,0.682255556,0.842247191,0.142165169,14
05/09/14,"Clear, Few clouds, Partly cloudy",2014,9,16,0,0.771666667,0.7423,0.702247191,0.255947191,431
01/01/13,"Clear, Few clouds, Partly cloudy",2013,1,6,0,0.2275,0.284922222,0.802247191,0.005617978,2
21/11/14,"Clear, Few clouds, Partly cloudy",2014,11,2,0,0.290833333,0.288455556,0.88011236,0.105623596,9
28/02/13,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2013,2,21,0,0.380833333,0.408344444,0.88011236,0.395965169,81
10/07/13,"Clear, Few clouds, Partly cloudy",2013,7,20,0,0.768333333,0.713111111,0.551123596,0.195123596,269
07/03/13,"Clear, Few clouds, Partly cloudy",2013,3,23,0,0.283333333,0.319311111,0.49011236,0.007865169,23
20/03/14,"Clear, Few clouds, Partly cloudy",2014,3,16,0,0.63,0.620544444,0.661123596,0.231765169,432
09/06/14,"Clear, Few clouds, Partly cloudy",2014,6,12,0,0.808333333,0.697555556,0.301235955,0.254823596,532
11/05/14,"Clear, Few clouds, Partly cloudy",2014,5,9,0,0.490833333,0.4747,0.421235955,0.302994382,323
11/11/13,"Clear, Few clouds, Partly cloudy",2013,11,16,1,0.361666667,0.337744444,0.35011236,0.331770787,238
20/07/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,7,10,0,0.702916667,0.680033333,0.792247191,0.168694382,234
13/01/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,1,0,0,0.412083333,0.412988889,0.713370787,0.29371236,42
26/10/13,"Clear, Few clouds, Partly cloudy",2013,10,0,0,0.44875,0.452177778,0.728988764,0.194,32
17/09/13,"Clear, Few clouds, Partly cloudy",2013,9,2,0,0.461666667,0.4645,0.823370787,0.094094382,80
01/03/14,"Clear, Few clouds, Partly cloudy",2014,2,0,0,0.324583333,0.347744444,0.534494382,0.110117978,33
16/05/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,5,1,0,0.59,0.5605,0.884494382,0.142165169,21
05/08/13,"Clear, Few clouds, Partly cloudy",2013,8,18,0,0.770833333,0.713111111,0.523370787,0.254823596,466
25/06/14,"Clear, Few clouds, Partly cloudy",2014,6,19,0,0.74625,0.657055556,0.278988764,0.463823596,583
26/04/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,4,12,0,0.522083333,0.505,0.838988764,0.141041573,205
19/11/14,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",2014,11,5,0,0.362916667,0.3635,0.664494382,0.235135955,40
09/10/13,"Clear, Few clouds, Partly cloudy",2013,10,16,0,0.668333333,0.631755556,0.507865169,0.143288764,470
10/06/14,"Clear, Few clouds, Partly cloudy",2014,6,1,0,0.648333333,0.616655556,0.74011236,0.141041573,116
